Subject,Day,Year,time,url_slug
Release:  Traffic Stop/Weapons & Drugs - 1400 Block Idylwyld Dr. N,December 16,2020,9:22 AM,/news/2020875
Release:  Trafficking Charges - 300 Block Pendygrasse Road,August 15,2018,4:44 PM,/news/2018629
Release:  Trafficking Cocaine/Firearm - 1200 Block Idylwyld Dr. N,January 7,2021,11:57 AM,/news/202119
Release:  Train Vs Car - 20th Street And Ave K South,February 17,2019,5:47 AM,/news/2019123
Release:  Train Vs Car - 20th Street And Ave K South,February 17,2019,6:45 AM,/news/2019124
Release:  Train Vs Pedestrian Collision - 20 St And Av I,February 28,2019,6:18 PM,/news/2019156
Release:  Train Vs Pedestrian Collision - 20 St And Av I - Fatality,February 28,2019,8:13 PM,/news/2019157
Release:  Truck Vs City Transit Bus Collision -108th Street And Egbert Ave,November 30,2018,11:49 PM,/news/2018862
Release:  Two Arrested - Assault/Firearms Charges,July 17,2020,11:57 AM,/news/2020495
Release:  Two Arrested - Attempted Break And Enter To Hotel - 600 Block Spadina Crescent East,August 22,2019,10:27 AM,/news/2019603
Release:  Two Arrested - Break And Enter - 300 Block Confederation Drive,April 6,2020,11:14 AM,/news/2020224
Release:  Two Arrested - Break And Enter/Evade Police - 200 Block Frobisher Cres.,April 21,2020,10:23 AM,/news/2020257
Release:  Two Arrested - Break And Enter/Recovered Stolen Vehicle,February 4,2020,10:26 AM,/news/202074
Release:  Two Arrested - Break And Enter/Theft Of Motor Vehicle - 1000 Block Patrick Cres.,August 4,2020,11:13 AM,/news/2020532
Release:  Two Arrested - CEW Deployment - 400 Block Ave C South,February 21,2018,11:20 AM,/news/2018110
Release:  Two Arrested - Cocaine Trafficking - 400 Block 5th Avenue North,July 13,2020,9:44 AM,/news/2020479
Release:  Two Arrested - Cocaine Trafficking - 500 Reid Way,August 27,2021,11:26 AM,/news/2021451
Release:  Two Arrested - Crack Cocaine Trafficking - 1000 Block 2nd Street East,January 7,2019,9:12 AM,/news/20197
Release:  Two Arrested - Drug Trafficking - Heroin/Methamphetamine/GHB - Clark Crescent/300 Block 6th Avenue North,March 21,2019,10:34 AM,/news/2019212
"Release:  Two Arrested - Evade Police/Sawed-Off Shotgun, Rifle Recovered - 1100 Block Avenue J North",October 7,2019,10:54 AM,/news/2019710
Release:  Two Arrested - Evade Police/Stolen Auto - 33rd Street And 1st Avenue North,February 14,2020,10:01 AM,/news/202097
Release:  Two Arrested - Firearms/Drugs Seized - 300 Block Michener Court,March 2,2020,1:39 PM,/news/2020134
Release:  Two Arrested - Firearms/Drugs Seized - 300 Block Michener Court,March 2,2020,1:55 PM,/news/2020135
Release:  Two Arrested - Loaded Handgun/Methamphetamine - Eastlake Avenue And 12th Street,May 12,2020,4:36 PM,/news/2020319
Release:  Two Arrested - Methamphetamine Trafficking,June 24,2019,10:40 AM,/news/2019444
Release:  Two Arrested - Methamphetamine Trafficking - 100 Block Clancy Drive,June 22,2020,1:52 PM,/news/2020418
Release:  Two Arrested - Methamphetamine Trafficking - 400 Block Egbert Ave.,January 27,2020,10:22 AM,/news/202052
Release:  Two Arrested - Methamphetamine Trafficking Investigation - 400 Block 3rd Avenue North,October 7,2019,3:00 PM,/news/2019712
Release:  Two Arrested - Methamphetamine/Carfentanil Trafficking,June 8,2021,10:28 AM,/news/2021311
Release:  Two Arrested - Methamphetamine/Firearm Seized - 200 Block Montreal Avenue South,February 14,2020,9:34 AM,/news/202096
Release:  Two Arrested - Over Six Kilograms Of Methamphetamine Seized In SPS Drug Unit Investigation,September 9,2021,8:50 AM,/news/2021486
Release:  Two Arrested - Robbery - 400 Block Kenderdine Road,May 13,2019,10:56 AM,/news/2019341
Release:  Two Arrested - Sexual Assault - Appeal For Additional Information,June 22,2021,8:01 AM,/news/2021350
Release:  Two Arrested - Stolen Auto - 1800 Block Avenue D North,September 12,2018,4:13 PM,/news/2018697
Release:  Two Arrested - Stolen Auto - Circle Drive North/Alberta Ave.,November 6,2020,11:07 AM,/news/2020801
Release:  Two Arrested - Stolen Vehicle/Methamphetamine Located,July 5,2018,11:00 AM,/news/2018519
Release:  Two Arrested - Stolen Vehicle/Methamphetamine Possession - 200 Block Avenue V South,March 21,2019,8:55 AM,/news/2019211
Release:  Two Arrested - Street Robbery - 400 Block 3rd Ave. North,April 15,2019,12:23 PM,/news/2019269
Release:  Two Arrested - Suspicious Activity - 600 Block 6th Street East,December 27,2019,9:23 AM,/news/2019973
Release:  Two Arrested - Taxi Robbery - Avenue N South And Appleby Drive,July 13,2020,1:24 PM,/news/2020480
Release:  Two Arrested - Unlawful Confinement - 1300 Block 20th Street West,January 15,2018,10:43 AM,/news/201827
Release:  Two Arrested - Weapons Investigation,April 26,2019,10:30 AM,/news/2019296
Release:  Two Arrested- Human Trafficking Investigation,July 3,2020,9:32 AM,/news/2020453
Release:  Two Charged - Firearms Trafficking,June 23,2020,1:29 PM,/news/2020420
Release:  Two Incidents - Stolen Auto/Suspicious Vehicle Arrests - 500 Block Idylwyld Drive/100 Block Confederation Drive,February 26,2020,10:26 AM,/news/2020125
Release:  Two Injured - Shooting - 500 Block Avenue J South,May 3,2021,1:11 PM,/news/2021239
Release:  Two Men Charged In Saskatoon's Latest Homicide,September 28,2019,4:10 PM,/news/2019694
Release:  Two Men Injured - 1800 Block Avenue D North,March 21,2019,1:34 PM,/news/2019214
Release:  Two Robberies 23 Minutes Apart,February 2,2019,1:00 PM,/news/201981
Release:  Two Shooting Incidents Under Investigation,March 11,2019,10:27 AM,/news/2019178
Release:  Two Under Arrest After Break In Spree In Rosetown And Evade Police In Saskatoon,January 9,2019,2:32 AM,/news/201910
Release:  Two Vehicle Collision - 3500 Faithfull Ave.,November 22,2019,11:04 AM,/news/2019873
Release:  Two Vehicle Collision - Collision With Building - 19th Street And 3rd Avenue,March 4,2020,4:34 PM,/news/2020143
Release:  Two Vehicle Collision - Highway 16 And Zimmerman Road,June 24,2019,4:41 PM,/news/2019445
Release:  Two Vehicle Collision - Preston At 8th St.,July 14,2018,9:21 PM,/news/2018540
Release:  Two Vehicle Collision Involving Ambulance - Idylwyld Drive And Marquis Drive,October 26,2018,11:06 AM,/news/2018786
Release:  Two Vehicle Collision Results In Drinking And Driving Charges.,March 9,2018,3:23 AM,/news/2018148
Release:  Two Vehicle Collision Results In Impaired Driving Charge,September 16,2018,3:59 AM,/news/2018700
Release:  Two Vehicle/Cyclist Collision - Campus Drive And College Drive,August 26,2019,10:41 AM,/news/2019615
Release:  Two-vehicle Collision - 22nd Street And Diefenbaker Drive,January 10,2019,1:53 PM,/news/201913
Release:  Underground Parkade Break And Enter - 500 Block 3rd Avenue North,June 7,2018,11:18 AM,/news/2018437
Release:  Undetermined Death - 300 21 St E,June 20,2020,3:21 PM,/news/2020414
Release:  Undetermined Death - Downtown Saskatoon,June 20,2020,10:38 AM,/news/2020413
Release:  Unidentified Injured Male Shot - 200 Block Avenue S North,February 15,2020,10:51 PM,/news/2020101
Release:  Unintended Injuries Result From Home Invasion Investigation.,June 9,2018,11:28 PM,/news/2018442
Release:  Unlawful Confinement - 100 Block St. Lawrence Ct.,May 7,2019,11:25 AM,/news/2019321
Release:  Unlawfully In A Dwelling/ Firearm Investigation - 500 Block Avenue X South,August 11,2019,1:57 AM,/news/2019560
Release:  Update  - 300 Block 2 Av S,September 1,2020,10:40 PM,/news/2020616
Release:  Update  - Suspicious Death - 400 Block Avenue M North,June 16,2020,10:18 AM,/news/2020401
Release:  Update - 2nd Street East And Clarence Avenue South,March 8,2019,10:43 PM,/news/2019177
Release:  Update - Additional Arrest - Assault / Unlawful Confinement - 400 Block Avenue G South,July 21,2021,10:57 AM,/news/2021398
Release:  Update - Additional Information - Missing Girl,August 19,2020,7:10 AM,/news/2020568
Release:  Update - Additional Photos - Break And Enter/Assault,January 26,2021,9:13 AM,/news/202154
Release:  Update - Additional Photos - Break And Enter/Assault,January 27,2021,8:32 AM,/news/202155
Release:  Update - Arrest - Assault / Forcible Confinement - 600 Block Idylwyld Drive North,May 14,2020,8:27 AM,/news/2020322
Release:  Update - Arrest - Attempted Armed Robbery - 3000 Block Diefenbaker Drive,August 23,2019,2:19 PM,/news/2019608
Release:  Update - Arrest - Evade Police/Minor Injuries - 1600 Block Idylwyld Drive,November 28,2018,2:24 PM,/news/2018859
Release:  Update - Arrest - Injured Person/Sudden Death - 400 Block Avenue R South,January 13,2021,1:50 PM,/news/202130
Release:  Update - Arrest - Reqest For Public Assistance In Locating Wanted Person,April 25,2018,4:52 PM,/news/2018286
Release:  Update - Arrest - Shooting 1300 Block Avenue B North,June 1,2020,9:39 AM,/news/2020363
Release:  Update - Arrest - Stabbing - 1000 Block Idylwyld Drive,May 24,2019,9:11 AM,/news/2019353
Release:  Update - Arrest - Wanted In Connection To Stabbing - 26th St. East And 3rd/4th Ave,February 26,2020,11:46 AM,/news/2020126
Release:  Update - Arrest In 2014 Armed Robbery - 100 Block 3rd Avenue South,July 30,2021,9:06 AM,/news/2021412
Release:  Update - Arrest In Homicide,September 2,2021,4:13 PM,/news/2021469
Release:  Update - Arrest Made - Break And Enter/Assault - 100 Block Reindeer Road,April 17,2019,10:17 AM,/news/2019273
Release:  Update - Arrest Made - Shooting Incidents Under Investigation,April 10,2019,9:24 AM,/news/2019259
Release:  Update - Arrest Made - Stabbing - 200 Block Borden Place,March 7,2019,9:13 AM,/news/2019171
Release:  Update - Arrest Made - Suspicious Activity - Cumberland Ave. And College Drive,March 18,2019,1:34 PM,/news/2019198
Release:  Update - Arrest Warrant - Homicide - 200 Block Avenue K South,May 2,2019,2:59 PM,/news/2019316
Release:  Update - Arrest Warrant - Shooting - 100 Block Avenue T South,January 16,2019,11:56 AM,/news/201925
"Release:  Update - Arrests - Firearm Related Assault From January 21, 2019",July 8,2019,3:03 PM,/news/2019481
Release:  Update - Arrests - Robbery With Violence - 3300 Block 8th Street East,October 12,2018,4:22 PM,/news/2018755
Release:  Update - Arrests - Stabbing Investigation - 100 Block 109th Street,June 11,2021,5:16 PM,/news/2021324
Release:  Update - Assault - 3200 Block Milton St.,April 23,2019,3:17 PM,/news/2019292
Release:  Update - Assault With A Weapon - 1500 Block 8th Street East,October 13,2020,3:26 PM,/news/2020741
Release:  Update - Attempted Stolen Auto With Firearm - 1700 Block Coy Avenue,January 15,2018,11:36 AM,/news/201828
Release:  UPDATE - Barricaded Person - 1500 Block Of Hilliard Street East,June 13,2018,11:37 PM,/news/2018454
Release:  Update - Body Recovered From The River,May 4,2018,1:46 PM,/news/2018323
Release:  Update - CEW Deployed After Suspect Attempts To Flee Hospital While In Police Custody,April 3,2019,3:07 PM,/news/2019241
Release:  Update - CEW Deployment - Male Arrested - 300 Block Confederation Drive,April 10,2019,2:31 PM,/news/2019260
Release:  Update - Charge Laid - Robbery Of A Financial Institution - 3000 Block Clarence Avenue S,January 23,2019,11:00 AM,/news/201942
Release:  Update - Charges Laid - Collision - Circle Drive Near 33rd Street West,December 16,2019,11:54 AM,/news/2019948
Release:  Update - Charges Laid - Homicide - 200 Block Avenue W South,September 11,2020,8:26 AM,/news/2020646
Release:  Update - Charges Laid - Homicide 200 Block Avenue V South,July 18,2019,8:52 AM,/news/2019500
Release:  Update - Charges Laid - Shooting - 600 Block Idylwyld Drive North,March 23,2020,10:54 AM,/news/2020191
Release:  Update - Charges Laid - Suspicious Death - 100 Block Ave P South,February 20,2018,9:10 AM,/news/2018107
Release:  Update - Charges Laid - Suspicious Death/Homicide,December 5,2019,5:07 PM,/news/2019906
Release:  Update - Charges Laid - Traffic Restrictions - 1100 Block Avenue W North,March 2,2021,9:29 AM,/news/2021120
Release:  Update - Charges Laid In Homicide - 100 Block Avenue Q South,March 14,2019,9:52 AM,/news/2019188
Release:  Update - Charges Laid In Homicide - 2200 Block St. Charles Avenue,August 8,2019,10:07 AM,/news/2019554
Release:  Update - Charges Laid-Saskatoon Police Investigating 6th Homicide,June 25,2019,2:52 PM,/news/2019448
Release:  Update - Charges Laid/Homicide - Stabbing Investigation - 300 Block Avenue R South,February 10,2020,1:33 PM,/news/202088
Release:  Update - Collision - Circle Drive And 8th Street,August 12,2019,11:12 AM,/news/2019565
Release:  Update - Collision - Restrictions Lifted - McOrmond Drive At College Drive,September 20,2021,12:10 PM,/news/2021508
Release:  Update - Collision Hwy 5 And Hwy 41,October 17,2020,6:57 PM,/news/2020747
Release:  Update - Collision Involving Ambulance - Warman Road And Circle Drive East,October 31,2019,4:33 PM,/news/2019804
Release:  Update - Collision/Traffic Restrictions Lifted - Cumberland Ave And Taylor Street,May 10,2019,11:08 AM,/news/2019332
Release:  Update - Confederation And Laurier Drives - Vehicle Versus Pedestrian,November 30,2019,3:59 AM,/news/2019893
Release:  Update - Death Investigation,October 1,2019,3:38 PM,/news/2019700
Release:  Update - Deceased Male - 500 Block Avenue J South,June 13,2018,9:45 AM,/news/2018451
Release:  Update - Disturbance - Possible Firearms Involved - 300 Block Avenue R South,July 19,2018,5:17 PM,/news/2018549
Release:  Update - Door-to-Door Solicitation,August 26,2021,11:02 AM,/news/2021450
Release:  UPDATE - Escape Lawful Custody,November 13,2019,10:33 PM,/news/2019853
Release:  UPDATE - Escape Lawful Custody,November 13,2019,11:03 PM,/news/2019854
Release:  UPDATE - Escape Lawful Custody,November 13,2019,9:39 PM,/news/2019851
Release:  UPDATE - Escape Lawful Custody,November 13,2019,9:39 PM,/news/2019852
Release:  UPDATE - Escape Lawful Custody - One Arrested,November 14,2019,2:54 AM,/news/2019855
Release:  Update - Fatal Collision - 600 Block 33rd Street West,September 13,2021,1:01 PM,/news/2021501
Release:  Update - Fatal Collision: Circle Drive North (Between College Dr. And Attridge Drive),January 15,2021,9:05 PM,/news/202136
Release:  Update - Fatal Semi Truck Collision - Circle Drive And College Drive,November 12,2020,9:52 AM,/news/2020813
Release:  Update - Fatal Vehicle/Pedestrian Collision - Traffic Restrictions SB Lanes Circle Drive At Taylor,December 13,2019,4:23 PM,/news/2019942
Release:  Update - Fire - Traffic Restrictions Lifted - 200 Block Lochrie Crescent,April 25,2018,1:57 PM,/news/2018285
Release:  Update - Firearm Discharged/Ongoing Investigation - 300 Block Akhtar Bend,September 16,2020,12:20 PM,/news/2020662
Release:  Update - Firearm Investigation - 100 Block Avenue I North,April 23,2020,4:28 PM,/news/2020265
Release:  Update - Firearm/Drug Charges Laid - Two Vehicle Collision - Zimmerman Road And Highway 16,June 25,2019,10:03 AM,/news/2019447
Release:  Update - Firearms Incident - Traffic Restrictions -n 3500 Block 11th Street West,March 2,2021,9:54 AM,/news/2021121
Release:  Update - Found Child,June 2,2020,8:26 AM,/news/2020368
Release:  Update - Homicide - 200 Block Slimmon Road,August 22,2020,6:02 PM,/news/2020584
Release:  Update - Homicide - 200 Block Slimmon Road,July 21,2021,10:07 AM,/news/2021397
Release:  Update - Homicide - 200 Block Slimmon Road - Canada-Wide Warrant,August 25,2020,1:23 PM,/news/2020595
Release:  Update - Homicide - 3700 Block Diefenbaker Drive,July 30,2020,2:52 PM,/news/2020523
Release:  Update - Homicide - Clarence Avenue & Eighth Street East - Arrest Warrant,October 7,2020,2:38 PM,/news/2020727
Release:  Update - Homicide - Clarence Avenue & Eighth Street East - Charges Laid,October 9,2020,2:34 PM,/news/2020734
Release:  Update - Homicide 2200 Block St Charles Avenue,August 6,2019,6:47 PM,/news/2019549
Release:  Update - Homicide 2200 Block St Charles Avenue- Correction Of Date,August 6,2019,6:56 PM,/news/2019550
Release:  Update - Homicide 2200 Block St Charles Avenue- Correction Of Spelling Of Victims Name,August 6,2019,8:10 PM,/news/2019551
Release:  Update - Homicide Investigation,February 17,2018,7:39 PM,/news/2018106
Release:  UPDATE - Homicide Investigation,July 1,2019,5:28 PM,/news/2019461
Release:  Update - Homicide Investigation - 100 Block Avenue P South,February 15,2018,3:42 PM,/news/2018102
Release:  Update - Homicide Investigation - 300 Block Slimmon Road,August 21,2020,5:29 PM,/news/2020581
Release:  Update - Homicide Investigation - 400 Block Avenue G South,September 21,2020,2:30 PM,/news/2020677
Release:  Update - Homicide Suspect Arrested - 200 Block Slimmon Road,January 29,2021,1:22 PM,/news/202160
Release:  Update - House Fire - 500 Block Albert Avenue,August 7,2020,3:29 PM,/news/2020547
Release:  Update - Icy Road Conditions,March 31,2020,5:58 AM,/news/2020211
Release:  Update - Injured Male - 1000 Block Idylwyld Drive North,April 5,2018,9:53 AM,/news/2018220
Release:  Update - Injured Male - 1700 Block 20th Street West,September 23,2019,10:18 AM,/news/2019678
Release:  Update - Injured Person/Homicide - 1400 Block 20th Street West,July 11,2018,3:07 PM,/news/2018528
Release:  Update - Male Youth Arrested Following Threats - 100 Block Bowlt Crescent,May 7,2018,3:53 PM,/news/2018334
Release:  Update - Media Availability - House Fire - 200 Block Avenue L South,May 2,2018,11:13 AM,/news/2018315
Release:  Update - Media Availability - SIDEST Investigation,June 6,2018,1:09 PM,/news/2018434
Release:  Update - Missing 2-year-old Located,August 1,2019,3:25 PM,/news/2019535
Release:  Update - Missing Children Located,April 9,2020,1:27 PM,/news/2020233
Release:  Update - Missing Girl Located,August 21,2020,2:37 PM,/news/2020580
Release:  Update - Missing Person,June 23,2021,1:06 AM,/news/2021353
Release:  Update - Missing Person - Photo Attached,October 7,2020,3:05 AM,/news/2020725
Release:  UPDATE - Missing Person - Request For Public Assistance,May 27,2018,11:29 AM,/news/2018396
Release:  Update - Missing Person Located,August 13,2018,9:59 AM,/news/2018626
Release:  Update - Missing Person Located,August 3,2021,9:45 AM,/news/2021415
Release:  Update - Missing Person Located,December 28,2017,4:36 PM,/news/20171057
Release:  Update - Missing Person Located,February 25,2019,9:51 AM,/news/2019145
Release:  Update - Missing Person Located,January 22,2019,1:13 PM,/news/201938
Release:  Update - Missing Person Located,January 29,2019,10:58 AM,/news/201961
Release:  Update - Missing Person Located,July 30,2018,10:00 AM,/news/2018573
Release:  Update - Missing Person Located,June 13,2019,2:20 PM,/news/2019419
Release:  Update - Missing Person Located,March 21,2018,1:21 PM,/news/2018177
Release:  Update - Missing Person Located,March 21,2018,8:48 AM,/news/2018176
Release:  Update - Missing Person Located,March 25,2019,11:14 AM,/news/2019223
Release:  Update - Missing Person Located,March 31,2020,5:02 PM,/news/2020214
Release:  Update - Missing Person Located,March 4,2019,2:03 PM,/news/2019167
Release:  Update - Missing Person Located,October 2,2019,10:08 AM,/news/2019702
Release:  Update - Missing Person Located,October 22,2018,9:13 AM,/news/2018778
Release:  Update - Missing Person Located,September 9,2021,4:05 PM,/news/2021490
Release:  Update - Missing Person Located,April 13,2020,2:50 PM,/news/2020243
Release:  Update - Missing Person Located,April 17,2018,3:57 PM,/news/2018259
Release:  Update - Missing Person Located,April 26,2021,3:33 PM,/news/2021226
Release:  Update - Missing Person Located,April 3,2019,1:38 PM,/news/2019240
Release:  Update - Missing Person Located,April 30,2018,10:48 AM,/news/2018298
Release:  Update - Missing Person Located,April 5,2018,3:03 PM,/news/2018221
Release:  Update - Missing Person Located,April 8,2021,11:55 PM,/news/2021188
Release:  Update - Missing Person Located,August 10,2020,9:58 AM,/news/2020549
Release:  Update - Missing Person Located,August 19,2020,10:45 PM,/news/2020574
Release:  Update - Missing Person Located,August 20,2021,10:11 AM,/news/2021444
Release:  Update - Missing Person Located,August 30,2020,7:44 AM,/news/2020608
Release:  Update - Missing Person Located,December 12,2019,4:00 PM,/news/2019936
Release:  Update - Missing Person Located,December 3,2018,11:06 AM,/news/2018863
Release:  Update - Missing Person Located,December 31,2019,8:19 AM,/news/2019984
Release:  Update - Missing Person Located,February 1,2021,3:28 PM,/news/202169
Release:  Update - Missing Person Located,February 18,2020,5:29 PM,/news/2020109
Release:  Update - Missing Person Located,February 20,2020,11:21 AM,/news/2020114
Release:  Update - Missing Person Located,February 22,2018,3:43 PM,/news/2018113
Release:  Update - Missing Person Located,February 26,2021,4:25 PM,/news/2021112
Release:  Update - Missing Person Located,February 27,2021,9:30 PM,/news/2021116
Release:  Update - Missing Person Located,February 5,2018,4:54 PM,/news/201871
Release:  Update - Missing Person Located,February 7,2019,1:46 PM,/news/201992
Release:  Update - Missing Person Located,February 8,2018,12:42 PM,/news/201882
Release:  Update - Missing Person Located,January 19,2020,4:06 PM,/news/202038
Release:  Update - Missing Person Located,January 2,2020,9:03 AM,/news/20201
Release:  Update - Missing Person Located,January 9,2020,2:36 PM,/news/202019
Release:  Update - Missing Person Located,July 29,2021,11:27 PM,/news/2021411
Release:  Update - Missing Person Located,July 5,2019,11:35 AM,/news/2019473
Release:  Update - Missing Person Located,July 5,2021,10:12 AM,/news/2021376
Release:  Update - Missing Person Located,June 1,2020,11:19 AM,/news/2020365
Release:  Update - Missing Person Located,June 16,2021,10:53 PM,/news/2021338
Release:  Update - Missing Person Located,June 16,2021,3:26 AM,/news/2021333
Release:  Update - Missing Person Located,June 28,2021,1:01 PM,/news/2021361
Release:  Update - Missing Person Located,June 4,2021,4:25 PM,/news/2021305
Release:  Update - Missing Person Located,June 9,2021,12:46 AM,/news/2021314
Release:  Update - Missing Person Located,March 26,2021,2:46 PM,/news/2021168
Release:  Update - Missing Person Located,March 28,2019,2:23 AM,/news/2019228
Release:  Update - Missing Person Located,March 31,2021,10:06 PM,/news/2021179
Release:  Update - Missing Person Located,May 1,2018,4:18 PM,/news/2018307
Release:  Update - Missing Person Located,May 11,2019,7:21 PM,/news/2019335
Release:  Update - Missing Person Located,May 14,2021,8:55 AM,/news/2021265
Release:  Update - Missing Person Located,May 18,2020,9:04 PM,/news/2020332
Release:  Update - Missing Person Located,May 19,2020,1:29 AM,/news/2020334
Release:  Update - Missing Person Located,May 2,2019,2:27 PM,/news/2019315
Release:  Update - Missing Person Located,May 3,2021,8:38 AM,/news/2021236
Release:  Update - Missing Person Located,May 31,2018,11:18 AM,/news/2018413
Release:  Update - Missing Person Located,May 5,2021,4:31 PM,/news/2021249
Release:  Update - Missing Person Located,May 7,2019,4:48 PM,/news/2019326
Release:  Update - Missing Person Located,May 9,2019,1:13 PM,/news/2019329
Release:  Update - Missing Person Located,November 13,2020,3:56 PM,/news/2020822
Release:  Update - Missing Person Located,November 9,2020,8:59 AM,/news/2020810
Release:  Update - Missing Person Located,October 11,2018,1:34 PM,/news/2018747
Release:  Update - Missing Person Located,October 23,2019,3:05 PM,/news/2019773
Release:  Update - Missing Person Located,October 28,2020,8:29 AM,/news/2020774
Release:  Update - Missing Person Located,October 30,2019,4:43 PM,/news/2019797
Release:  Update - Missing Person Located,October 6,2020,3:50 PM,/news/2020723
Release:  Update - Missing Person Located,October 8,2020,12:42 AM,/news/2020730
Release:  Update - Missing Person Located,September 12,2020,9:22 PM,/news/2020652
Release:  Update - Missing Person Located,September 12,2021,11:06 PM,/news/2021500
Release:  Update - Missing Person Located,September 23,2020,1:26 PM,/news/2020685
Release:  Update - Missing Person Located,September 28,2020,9:39 AM,/news/2020696
Release:  Update - Missing Person Located,September 28,2020,9:59 AM,/news/2020697
Release:  Update - Missing Person Located,September 3,2020,11:51 AM,/news/2020621
Release:  Update - Missing Person Located,September 3,2020,9:51 AM,/news/2020619
Release:  Update - Missing Person Located,September 4,2018,10:48 AM,/news/2018679
Release:  Update - Missing Person Located,September 5,2018,8:27 AM,/news/2018680
Release:  Update - Missing Person Located,September 6,2020,1:22 AM,/news/2020627
Release:  UPDATE - Missing Person Located - Dakota McKay,July 13,2018,6:27 PM,/news/2018535
Release:  Update - Missing Person Located (rel #246),April 17,2018,11:33 AM,/news/2018256
Release:  Update - Missing Person Located (release #15-0758),January 30,2018,5:09 AM,/news/201858
Release:  Update - Missing Persons Located,January 4,2018,9:00 AM,/news/20188
Release:  Update - Missing Persons Located,July 15,2021,11:11 AM,/news/2021392
Release:  Update - Missing Youth Located,February 26,2021,11:15 PM,/news/2021114
Release:  Update - Motor Vehicle Collision With Injuries,September 13,2020,5:20 PM,/news/2020654
Release:  Update - Motor Vehicle Collision With Injury,June 22,2020,3:49 AM,/news/2020417
Release:  Update - Motor Vehicle Vs Pedestrian - Cascade Street And Alberta Avenue,April 19,2019,1:10 PM,/news/2019285
Release:  Update - Multi-Vehicle Collision - Circle Drive By Valley Road,February 21,2019,9:59 AM,/news/2019136
Release:  Update - Multi-Vehicle Collision - Idylwyld Drive North And Avenue C,August 10,2018,5:06 PM,/news/2018612
Release:  Update - Non-Emergent Phone Line Working,January 14,2019,12:57 PM,/news/201922
Release:  Update - Officer Involved Shooting,December 24,2018,2:26 PM,/news/2018918
Release:  Update - Officer Involved Shooting,December 23,2018,12:19 PM,/news/2018913
Release:  Update - Ongoing Incident - 100 Block 109th Street West,September 24,2020,1:49 PM,/news/2020689
Release:  Update - Ongoing Incident - 80 Block Davidson Crescent,August 27,2021,4:39 PM,/news/2021453
Release:  Update - Ongoing Incident - Homicide - 100 Block Avenue Q South And 200 Block Avenue S South,March 13,2019,11:34 AM,/news/2019182
Release:  Update - Online Reporting Ability Restored,April 24,2019,3:24 PM,/news/2019293
Release:  Update - Overdoses,March 15,2018,9:07 AM,/news/2018157
Release:  Update - Overdoses,March 20,2018,1:10 PM,/news/2018173
Release:  Update - Pedestrian / Vehicle Collision - Preston Avenue And Louise Avenue,March 25,2020,3:17 PM,/news/2020202
Release:  Update - Person In The River,March 14,2019,5:31 PM,/news/2019190
Release:  Update - Photo - Missing Child,June 4,2018,3:05 PM,/news/2018428
Release:  Update - Photo Attached - Police Attempting To Locate Offender,January 8,2018,2:25 PM,/news/201818
Release:  Update - Police Presence - 200 Block Avenue X North,March 21,2019,11:06 AM,/news/2019213
Release:  Update - Police Presence - 400 Block Avenue S South,February 15,2018,10:39 AM,/news/201899
Release:  Update - Public Advisory - Overdoses,September 16,2019,2:26 PM,/news/2019662
Release:  Update - RCMP Firearm Located,August 21,2018,2:45 PM,/news/2018637
Release:  Update - Request For Information - Suspicious Death - 200 Block Avenue F North,July 10,2018,2:27 PM,/news/2018526
Release:  Update - Request For Public Assistance - Missing Person Megan Gallagher,January 22,2021,1:52 PM,/news/202150
Release:  Update - Restrictions Lifted - Suspicious Packages - 100 Block Of 4th Avenue South,June 20,2018,12:53 PM,/news/2018467
Release:  Update - Review Into Canine Incident,October 16,2018,12:26 PM,/news/2018762
Release:  Update - Saskatoon Police Service Member Charged,April 23,2019,10:10 AM,/news/2019290
Release:  Update - Saskatoon Police Service Member Resigns,May 9,2019,1:23 PM,/news/2019330
Release:  Update - Search Warrant - 1600 Block Avenue C North,March 28,2018,12:20 PM,/news/2018194
Release:  Update - Serious Collision - Highway 41,September 1,2021,11:54 PM,/news/2021465
Release:  Update - Sexual Assault Investigation - 1100 Block 20th Street West,November 21,2018,11:48 AM,/news/2018843
Release:  Update - Shooting - 100 Block Avenue S South,April 30,2018,2:20 PM,/news/2018301
Release:  Update - Shooting - 300 Block Central Avenue,May 7,2018,3:45 PM,/news/2018333
Release:  Update - Shooting 1300 Block Ave B.N,April 26,2020,9:30 PM,/news/2020275
Release:  Update - Shooting 900 Block 8 St E,March 8,2020,10:54 PM,/news/2020157
Release:  Update - Shots Fired - 100 Block Avenue S South,January 10,2020,8:38 PM,/news/202023
Release:  UPDATE - Single Vehicle Accident - 3500 Block Wanuskewin Road,May 27,2018,4:19 PM,/news/2018399
Release:  Update - Single Vehicle Collision - 2000 Block Airport Drive,February 15,2018,5:16 PM,/news/2018104
Release:  UPDATE - Single Vehicle Collision - Circle Drive And Preston Avenue North,May 27,2018,4:17 PM,/news/2018398
Release:  Update - Single Vehicle Collision - Impaired Driving,May 7,2018,2:51 PM,/news/2018332
Release:  Update - Single Vehicle Collision - Traffic Restrictions Lifted,September 4,2021,5:27 PM,/news/2021475
Release:  UPDATE - Single Vehicle Collision-Circle Drive And Preston Avenue North,May 27,2018,10:43 AM,/news/2018394
Release:  Update - Stabbing Investigation,January 8,2018,12:38 PM,/news/201815
